"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","disease state:ch1","tissue:ch1"
"GSM3334314","microRNA profile of NPC11","GSM3334314","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","11","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334314/suppl/GSM3334314_20160607-s11-up-high100_NPC11.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334315","microRNA profile of NPC12","GSM3334315","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","12","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334315/suppl/GSM3334315_20160607-s11-down-high100_NPC12.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334316","microRNA profile of NPC13","GSM3334316","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","13","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334316/suppl/GSM3334316_20160624-s22-up-high100_NPC13.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334317","microRNA profile of NPC14","GSM3334317","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","14","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334317/suppl/GSM3334317_20160624-s22-down-high100_NPC14.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334318","microRNA profile of NPC15","GSM3334318","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","15","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334318/suppl/GSM3334318_20160624-s23-up-high100_NPC15.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334319","microRNA profile of NPC16","GSM3334319","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","16","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334319/suppl/GSM3334319_20160624-s23-down-high100_NPC16.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334320","microRNA profile of NPC17","GSM3334320","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","17","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334320/suppl/GSM3334320_20160624-s24-down-high100_NPC17.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334321","microRNA profile of NPC18","GSM3334321","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","18","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334321/suppl/GSM3334321_20160624-s17-up-high100_NPC18.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334322","microRNA profile of NPC19","GSM3334322","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","19","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334322/suppl/GSM3334322_20160624-s18-up-high100_NPC19.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334323","microRNA profile of NPC20","GSM3334323","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","20","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334323/suppl/GSM3334323_20160624-s18-down-high100_NPC20.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334324","microRNA profile of NPC21","GSM3334324","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","21","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334324/suppl/GSM3334324_20160624-s19-up-high100_NPC21.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334325","microRNA profile of NPC22","GSM3334325","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","22","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334325/suppl/GSM3334325_20160713-s2-up-high100_NPC22.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334326","microRNA profile of NPC23","GSM3334326","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","23","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334326/suppl/GSM3334326_20160713-s2-down-high100_NPC23.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334327","microRNA profile of NPC24","GSM3334327","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","24","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334327/suppl/GSM3334327_20160713-s3-down-high100_NPC24.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334328","microRNA profile of NPC25","GSM3334328","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","25","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334328/suppl/GSM3334328_20160624-s11-up-high100_NPC25.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334329","microRNA profile of NPC26","GSM3334329","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","26","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334329/suppl/GSM3334329_20160624-s11-down-high100_NPC26.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334330","microRNA profile of NPC27","GSM3334330","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","27","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334330/suppl/GSM3334330_20160624-s12-up-high100_NPC27.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334331","microRNA profile of NPC28","GSM3334331","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","28","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334331/suppl/GSM3334331_20160624-s12-down-high100_NPC28.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334332","microRNA profile of NPC29","GSM3334332","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","29","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334332/suppl/GSM3334332_20160624-s13-down-high100_NPC29.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
