"","GSM3124520","GSM3124521","GSM3124522","GSM3124523","GSM3124524","GSM3124525","GSM3124526","GSM3124527","GSM3124528","GSM3124529","GSM3124530","GSM3124531","GSM3124532","GSM3124533","GSM3124534","GSM3124535","GSM3124536","GSM3124537","GSM3124538","GSM3124539","GSM3124540","GSM3124541","GSM3124542","GSM3124543","GSM3124544","GSM3124545","GSM3124546","GSM3124547","GSM3124548","GSM3124549","GSM3124550","GSM3124551","GSM3124552","GSM3124553","GSM3124554","GSM3124555","GSM3124556","GSM3124557","GSM3124558","GSM3124559"
"hsa-miR-151a-3p",-0.019,0.624,2.307,0.831,-1.582,-0.484,-1.106,-0.243,-0.19,0.459,0.008,0.413,0.062,-0.1,-0.629,-0.884,-3.223,-1.688,-1.962,-0.752,-1.532,-0.732,-0.642,-1.301,-0.563,-1.185,-0.942,-0.733,-0.564,-1.14,-0.525,0.252,-1.381,0.374,-1.619,-2.18,-1.058,-0.907,-1.331,-0.826
"hsa-miR-135b-5p",-0.775,-1.003,-0.602,-0.874,-1.707,-1.754,-1.041,-1.175,-1.3,-1.893,-0.811,-1.373,-0.888,-1.764,-1.793,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-135b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-148b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-148b-3p",-2.152,-2.79,-3.025,-2.591,-3.164,-2.042,-2.676,-3.322,-3.322,-2.313,-3.322,-2.096,-3.322,-3.189,-3.27,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-331-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.764,-3.322,-3.28,-3.322,-3.322,-3.322,-3.322,-2.832,-3.322,-3.322,-3.322,-3.252,-3.322,-2.809,-2.777,-2.563,-2.626,-3.322,-3.268,-2.74,-3.322,-3.087,-3.322,-2.739
"hsa-miR-331-3p",-2.778,-2.23,-3.038,-3.322,-3.322,-2.783,-3.193,-3.322,-3.322,-3.313,-3.322,-2.425,-3.322,-3.113,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-324-5p",-2.467,-2.93,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.117,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.459
"hsa-miR-324-3p",-2.962,-3.233,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.96,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.646
"hsa-miR-338-5p",-2.434,-1.814,-1.779,-2.703,-3.322,-2.737,-2.61,-2.049,-3.133,-3.114,-2.54,-1.974,-2.711,-2.492,-2.909,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-338-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-339-5p",-2.573,-2.252,-2.158,-3.024,-3.322,-3.152,-3.322,-1.819,-3.322,-3.322,-3.264,-2.149,-3.322,-3.167,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-339-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-335-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.22,-2.617,-2.828,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-335-3p",1.518,1.308,2.129,1.803,0.535,0.626,1.368,1.352,0.287,0.255,1.036,1.296,1.305,1.821,-0.087,-1.134,0.276,-0.064,0.004,-0.011,0.288,0.131,0.21,0.331,0.08,-0.275,-0.013,-0.018,0.15,0.494,1.082,1.333,2.512,0.461,0.764,0.19,0.228,1.048,0.293,2.178
"hsa-miR-133b",-0.111,-0.365,-3.25,-3.006,-2.934,-1.165,-1.123,-2.596,-3.322,-1.298,-2.267,-2.471,-2.161,-1.957,-2.172,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.736,-1.442,-0.682,-0.45,-0.282,-0.52,-0.162,-0.348,0.012,-2.132,-3.322,-3.136,-3.322,-3.322,-3.322,-3.322,-2.397
"hsa-miR-325",-1.925,-1.945,-1.69,-1.657,-1.973,-2.512,-2.922,-2.102,-2.204,-2.113,-1.67,-2.166,-1.996,-2.389,-1.356,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-345-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-345-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.155,-3.322,-3.322,-3.322,-2.609,-2.555,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.139,-3.322,-3.322,-1.183,-3.322,-3.082,-3.322,-3.322,-3.322,-3.322,-3.162
"hsa-miR-346",-2.157,-2.271,-2.297,-2.34,-2.761,-2.916,-2.845,-3.15,-2.477,-2.155,-2.436,-2.191,-2.588,-2.459,-3.162,-2.584,-2.598,-2.334,-2.466,-2.818,-2.697,-2.836,-2.456,-1.929,-2.497,-2.18,-2.05,-2.537,-2.417,-2.301,-1.881,-2.57,-1.158,-2.155,-1.735,-1.634,-2.445,-2.002,-2.653,-1.636
"hsa-miR-384",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-196b-5p",-2.799,-3.192,-2.921,-3.317,-2.766,-2.83,-3.322,-2.472,-3.322,-3.322,-2.993,-3.055,-3.063,-3.002,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-196b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-422a",-2.625,-2.892,-3.322,-2.811,-3.044,-2.473,-2.584,-2.124,-2.232,-2.102,-1.806,-2.955,-2.49,-3.234,-1.927,-2.812,-2.578,-3.127,-2.261,-3.01,-3.234,-2.973,-3.322,-3.322,-3.282,-3.322,-3.322,-3.279,-3.248,-3.322,-3.322,-3.217,-3.322,-2.892,-2.95,-2.942,-3.163,-2.712,-2.876,-3.322
"hsa-miR-423-5p",1.485,1.718,2.749,2.27,1.514,1.834,1.04,2.2,2.822,2.196,1.99,1.795,2.224,2.615,1.827,0.261,0.286,-0.122,0.589,0.558,0.922,0.131,0.733,1.08,0.983,0.188,0.946,0.667,0.596,0.876,0.855,1.1,-0.007,0.167,-0.344,0.613,0.189,0.587,0.695,0.444
"hsa-miR-423-3p",-1.227,-0.841,-0.485,-0.865,-2.904,-2.239,-1.977,-1.426,-1.97,-1.952,-1.957,-0.738,-1.719,-0.988,-2.834,-3.005,-3.322,-3.322,-3.322,-3.276,-2.757,-2.495,-2.495,-3.025,-3.226,-3.074,-2.814,-2.7,-2.79,-3.228,-2.256,-1.88,-2.722,-2.072,-3.3,-3.322,-2.606,-3.029,-3.201,-1.54
"hsa-miR-424-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-424-3p",-2.353,-2.762,-1.759,-3.16,-3.076,-2.345,-2.738,-3.322,-3.322,-3.322,-3.322,-2.888,-3.318,-3.299,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-425-5p",-3.172,-3.322,-3.322,-3.322,-3.322,-2.56,-3.227,-3.159,-3.322,-1.655,-3.322,-2.804,-3.322,-3.322,-3.15,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.056,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-425-3p",-0.967,-0.902,-1.171,-0.924,-1.178,-0.631,-1.55,-2.173,-1.584,-1.167,-1.399,-0.243,-1.343,-1.689,-0.27,-1.091,-2.006,-0.691,-1.694,-1.444,-1.655,-1.456,-1.288,-1.698,-1.472,-1.547,-1.141,-1.034,-0.96,-1.328,-1.692,-1.586,-3.041,-1.129,-1.664,-2.16,-1.617,-1.51,-1.519,-1.413
"hsa-miR-18b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.251,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-18b-3p",-1.972,-2.47,-3.322,-3.322,-2.494,-2.177,-2.157,-3.112,-3.322,-1.99,-3.185,-3.115,-2.932,-2.797,-2.505,-0.802,-0.495,-1.232,-1.118,-1.141,-1.044,-1.331,-1.373,-1.357,-1.443,-1.421,-1.391,-1.197,-1.314,-1.338,-1.395,-1.636,1.1,-0.409,-0.328,-0.438,-0.839,-0.863,-1.03,0.419
"hsa-miR-20b-5p",-2.93,-2.833,-3.322,-3.322,-3.322,-3.274,-3.322,-3.322,-3.322,-3.322,-3.31,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.976,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-20b-3p",-2.212,-2.264,-1.962,-2.337,-2.607,-2.307,-2.278,-1.844,-2.598,-2.218,-2.063,-2.027,-1.916,-1.685,-2.968,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-448",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-429",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-449a",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-450a-5p",-3.154,-2.515,-3.266,-2.92,-2.321,-2.813,-3.322,-1.664,-3.268,-2.772,-2.177,-3.269,-2.493,-3.322,-1.14,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-450a-1-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.098,-3.322,-3.322,-2.791,-3.322,-3.322,-3.322,-3.322,-3.322,-2.84,-3.314,-2.891,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.289,-3.322,-3.322,-3.09,-3.322,-3.322,-3.322,-3.322,-2.316,-3.018,-3.322,-3.303,-3.322,-3.322,-3.322,-3.322
"hsa-miR-431-5p",3.544,3.291,3.547,3.776,4.451,3.101,3.363,2.594,3.119,2.723,2.974,2.762,3.414,3.597,3.048,5.906,5.759,5.859,5.91,5.632,5.55,5.07,5.198,5.611,5.244,5.436,5.473,5.327,5.031,5.717,5.555,5.487,6.718,5.827,6.045,6.11,6.206,6.05,5.994,6.805
"hsa-miR-431-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-433-3p",-3.322,-3.318,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-329-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-451a",1.633,1.226,2.065,1.942,0.417,0.865,1.103,-0.009,0.948,1.379,0.491,1.387,0.871,0.702,1.375,3.635,1.215,4.228,3.002,2.769,2.644,3.414,3.642,2.641,3.863,2.884,3.607,3.255,3.521,2.776,3.08,3.313,0.962,3.734,2.689,2.475,2.789,3.476,2.702,3.697
"hsa-miR-452-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.907,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-452-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-409-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-409-3p",-3.322,-3.322,-1.877,-2.486,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-412-3p",-3.306,-3.322,-3.322,-3.322,-3.322,-3.322,-3.183,-3.322,-3.322,-2.581,-3.034,-3.322,-3.322,-3.322,-3.306,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-410-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-376b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-483-5p",-3.081,-2.793,-0.519,-0.49,0.109,0.34,-0.349,-1.451,0.381,-0.482,-0.589,-1.359,-0.698,-1.79,0.072,0.432,0.493,-1.622,-1.03,-2.156,-2.085,-0.918,-2.916,-0.002,-0.169,0.004,0.109,0.736,-0.5,0.073,-1.257,0.071,0.127,-0.611,-0.265,0.308,0.396,-0.699,-0.93,-1.597
"hsa-miR-483-3p",2.228,1.774,1.619,1.855,1.638,1.393,2.066,1.193,0.653,1.164,1.21,1.528,1.607,1.948,1.065,0.309,-0.241,0.465,0.026,0.052,0.187,0.044,0.345,0.178,0.21,0.253,0.628,0.301,0.36,0.237,0.372,0.792,1.009,1.013,0.27,1.109,0.36,0.863,0.228,1.835
"hsa-miR-484",-2.228,-2.53,-3.322,-3.322,-3.032,-2.277,-2.492,-3.322,-3.322,-2.156,-3.322,-2.877,-3.179,-2.906,-3.322,-2.465,-2.596,-2.989,-2.727,-2.722,-2.48,-2.882,-2.495,-2.98,-3.06,-2.639,-2.81,-2.751,-2.885,-2.761,-2.809,-2.477,-0.577,-1.868,-1.851,-1.678,-2.31,-2.306,-2.947,-1.092
"hsa-miR-485-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-485-3p",-0.024,-0.407,-0.297,-0.22,-0.905,-0.996,0.547,-0.08,-1.174,-1.08,-0.328,-0.241,-0.662,0.172,-1.681,-2.842,-1.741,-3.215,-2.715,-2.826,-2.831,-2.426,-2.925,-2.991,-2.974,-3.07,-3.182,-3.263,-3.181,-2.82,-1.945,-1.747,-0.479,-1.875,-2.459,-3.322,-2.61,-1.422,-2.576,-0.453
"hsa-miR-486-5p",1.175,0.666,0.9,1.127,1.17,0.787,0.863,-0.032,0.473,1.043,0.256,0.574,0.556,0.791,0.655,1.559,-0.025,1.084,1.195,1.306,1.145,1.303,1.185,1.213,1.127,1.796,1.422,0.995,1.504,1.36,1.052,0.977,-0.698,2.239,-0.267,0.422,1.535,1.15,1.32,1.029
"hsa-miR-486-3p",-3.322,-3.322,-3.322,-3.322,-2.939,-2.614,-3.322,-3.322,-3.322,-2.222,-3.322,-3.322,-3.322,-3.322,-1.351,-0.447,-1.226,-0.106,-0.387,-0.711,-0.837,-0.904,-0.536,-0.776,-0.552,-0.462,-0.217,-0.467,-0.67,-0.835,-2.047,-1.781,-3.322,0.023,-1.134,-0.488,-0.266,-1.496,-0.528,-3.322
"hsa-miR-487a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.276,-3.322,-3.322,-3.322,-3.171,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.961,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-488-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-488-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-489-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-490-5p",-0.173,-0.145,-0.448,-0.378,-0.609,-0.003,-0.268,-0.169,-1.305,-1.129,-0.479,0.144,-0.637,-0.011,-1.013,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-490-3p",-3.152,-3.108,-2.255,-2.546,-1.199,-0.288,-1.56,-1.169,-2.041,-1.749,-2.192,-1.795,-1.803,-1.112,-2.914,-2.052,-0.051,-2.527,-2.787,-2.944,-1.813,-1.224,-2.713,-2.473,-2.423,-2.239,-2.751,-2.259,-2.053,-1.79,-1.824,-1.842,-1.061,-1.898,-2.33,-2.373,-2.686,-2.679,-3.18,-2.055
"hsa-miR-491-5p",-0.885,-0.664,-0.513,-1.224,-2.32,-1.654,-1.143,-1.441,-1.269,-1.24,-1.355,-1.086,-1.2,-0.934,-1.872,-2.848,-3.322,-2.892,-3.275,-3.121,-3.322,-3.228,-3.052,-2.611,-2.798,-2.961,-2.854,-2.654,-2.751,-2.733,-2.196,-2.832,-3.212,-2.64,-3.322,-3.322,-2.721,-2.59,-3.322,-2.02
