"","GSM4118113","GSM4118114","GSM4118115","GSM4118116","GSM4118117","GSM4118118","GSM4118119","GSM4118120","GSM4118121","GSM4118122","GSM4118123","GSM4118124","GSM4118125","GSM4118126","GSM4118127","GSM4118128","GSM4118129","GSM4118130","GSM4118131","GSM4118132","GSM4118133","GSM4118134","GSM4118135","GSM4118136","GSM4118137","GSM4118138","GSM4118139","GSM4118140","GSM4118141","GSM4118142","GSM4118143","GSM4118144","GSM4118145","GSM4118146","GSM4118147","GSM4118148","GSM4118149","GSM4118150","GSM4118151","GSM4118152","GSM4118153","GSM4118154","GSM4118155","GSM4118156","GSM4118157","GSM4118158","GSM4118159","GSM4118160","GSM4118161","GSM4118162","GSM4118163","GSM4118164","GSM4118165","GSM4118166","GSM4118167","GSM4118168","GSM4118169","GSM4118170","GSM4118171","GSM4118172","GSM4118173","GSM4118174","GSM4118175","GSM4118176","GSM4118177","GSM4118178","GSM4118179","GSM4118180","GSM4118181","GSM4118182","GSM4118183","GSM4118184","GSM4118185","GSM4118186","GSM4118187","GSM4118188","GSM4118189","GSM4118190","GSM4118191","GSM4118192","GSM4118193","GSM4118194","GSM4118195","GSM4118196","GSM4118197","GSM4118198","GSM4118199","GSM4118200","GSM4118201","GSM4118202","GSM4118203","GSM4118204","GSM4118205","GSM4118206","GSM4118207","GSM4118208","GSM4118209","GSM4118210","GSM4118211","GSM4118212","GSM4118213","GSM4118214","GSM4118215","GSM4118216","GSM4118217","GSM4118218","GSM4118219","GSM4118220","GSM4118221","GSM4118222","GSM4118223","GSM4118224","GSM4118225","GSM4118226","GSM4118227","GSM4118228","GSM4118229","GSM4118230","GSM4118231","GSM4118232","GSM4118233","GSM4118234","GSM4118235","GSM4118236","GSM4118237","GSM4118238","GSM4118239","GSM4118240","GSM4118241","GSM4118242","GSM4118243","GSM4118244","GSM4118245","GSM4118246","GSM4118247","GSM4118248","GSM4118249","GSM4118250","GSM4118251","GSM4118252","GSM4118253","GSM4118254","GSM4118255","GSM4118256","GSM4118257","GSM4118258","GSM4118259","GSM4118260","GSM4118261","GSM4118262","GSM4118263","GSM4118264","GSM4118265","GSM4118266","GSM4118267","GSM4118268","GSM4118269","GSM4118270","GSM4118271","GSM4118272","GSM4118273","GSM4118274","GSM4118275","GSM4118276","GSM4118277","GSM4118278","GSM4118279","GSM4118280","GSM4118281","GSM4118282","GSM4118283","GSM4118284","GSM4118285","GSM4118286","GSM4118287","GSM4118288","GSM4118289","GSM4118290","GSM4118291","GSM4118292","GSM4118293","GSM4118294","GSM4118295","GSM4118296","GSM4118297","GSM4118298","GSM4118299","GSM4118300","GSM4118301","GSM4118302","GSM4118303","GSM4118304","GSM4118305","GSM4118306","GSM4118307","GSM4118308","GSM4118309","GSM4118310","GSM4118311","GSM4118312","GSM4118313","GSM4118314","GSM4118315","GSM4118316","GSM4118317","GSM4118318","GSM4118319","GSM4118320","GSM4118321","GSM4118322","GSM4118323","GSM4118324","GSM4118325","GSM4118326","GSM4118327","GSM4118328","GSM4118329","GSM4118330","GSM4118331","GSM4118332","GSM4118333","GSM4118334","GSM4118335","GSM4118336","GSM4118337","GSM4118338","GSM4118339","GSM4118340","GSM4118341","GSM4118342","GSM4118343","GSM4118344","GSM4118345","GSM4118346","GSM4118347"
"hsa-miR-221-5p",1.02894,0.49027,1.08166,0.72773,0.79513,1.30721,0.95949,0.54058,0.70131,0.89764,0.48753,1.30501,0.9602,0.87251,0.61838,0.25882,0.53933,0.86401,0.96432,0.8343,0.67706,0.55903,0.36071,0.62042,0.3783,0.85833,0.59769,0.63242,0.44599,1.30963,0.37456,1.21612,0.40384,1.52681,0.6822,0.8059,0.44184,0.73308,0.45319,0.80843,0.67713,-0.02999,0.84023,0.16895,0.54648,0.64142,1.58348,0.96637,1.32722,0.55498,0.48991,1.02179,-0.08242,1.81528,2.88588,1.51032,0.50101,1.2061,0.32531,0.95302,0.28353,0.69851,0.41631,0.62474,0.59037,0.6653,0.86707,0.28326,1.56133,0.83232,0.63756,0.3285,0.58028,0.93616,0.48166,0.66779,0.49519,0.45864,0.77904,0.65954,1.30267,1.0644,0.97535,0.77741,0.5806,0.91144,0.70808,0.9124,1.06971,0.7583,0.54571,0.76004,1.50116,0.69036,1.0299,0.73918,0.70826,0.79709,0.98192,1.23283,0.23763,0.69889,0.4417,0.59766,0.50879,0.44616,0.12151,0.53793,0.71736,1.23734,0.70839,0.66911,0.42351,0.45826,0.87927,0.83817,1.42814,0.38472,0.18293,0.41717,1.26313,0.41325,0.43014,0.86222,0.16944,0.65522,0.72084,0.72474,-0.24421,0.68082,1.58559,0.71969,0.92582,0.74801,0.22734,0.3106,0.58492,0.70287,0.58573,0.80805,0.55694,0.56211,0.6459,1.28256,0.82539,0.37519,0.39417,1.02063,1.4758,1.24296,0.89683,0.56273,0.715,1.65233,1.3236,0.38028,0.58671,0.3488,0.39012,0.7456,0.67299,0.46749,0.46019,0.97118,0.70721,0.78473,0.5091,1.20739,1.17892,0.37999,0.40655,0.68276,-0.0812,0.30502,0.51345,1.06328,0.15393,1.16231,-0.04738,0.48235,0.58358,-0.36862,0.82726,-0.05365,0.39141,0.75315,0.54945,0.73647,0.85681,0.41892,0.20453,0.13941,0.66088,0.90725,-0.28818,0.12043,1.12761,0.56344,0.67869,0.32099,0.22163,0.2606,0.21143,0.33618,0.53264,0.94091,0.65133,0.74107,-0.43367,-0.17777,0.83563,1.09224,0.04706,1.02715,0.61009,0.64745,1.2845,1.07873,0.46253,0.62427,0.82001,0.59102,0.53016,0.69761,0.67116,1.07517,0.91681,0.5639,0.77775,0.92513,0.55129,0.5312,0.65791,1.29609,0.49959
"hsa-let-7a-2-3p",1.3627,0.34016,0.46519,0.7959,0.51207,1.22696,0.6357,0.57245,0.66045,1.27443,0.45911,1.02226,0.7144,1.08314,0.59026,0.37657,0.39117,0.84342,0.56243,1.00954,0.94075,0.68227,0.4569,0.67539,0.35975,0.7362,1.05729,0.99778,0.46025,1.00799,0.3731,1.22597,0.65488,1.75388,0.61686,0.93537,0.57603,1.01226,0.58006,0.54961,0.81225,0.29101,0.93292,0.05144,0.45311,0.88394,1.63345,0.63094,0.75725,1.1441,0.55255,1.61339,0.59676,0.48509,1.34599,1.00448,0.63183,0.89698,0.93837,0.48301,0.50301,0.5668,0.4164,0.71131,0.81207,0.46788,1.58661,0.50574,1.50639,0.59154,0.74971,0.49795,0.55456,0.64949,0.60673,0.64233,0.45454,0.09673,0.75615,0.83044,0.87379,1.13996,1.26902,0.57406,1.28875,0.87327,0.7296,0.79599,0.85269,0.73975,0.47409,0.33871,1.62043,1.15507,0.98608,0.74498,0.38989,0.7243,0.46317,0.58666,0.2669,0.86528,1.27921,0.67628,1.04637,0.60366,0.67874,0.93667,0.16428,1.00731,0.7042,1.01473,0.5974,0.96643,0.5991,1.27677,0.30139,0.6459,0.26081,0.69697,1.33942,1.18719,0.3729,0.57324,0.46737,0.43468,0.70229,0.35561,-0.22269,0.75711,0.69298,0.20256,0.9235,0.77988,0.35987,0.29855,0.62418,0.90373,0.94124,0.54885,0.59134,1.18525,0.39943,0.96176,0.67508,1.28533,0.8391,0.58115,1.40951,1.2359,0.30496,0.63974,0.60777,0.74249,1.08921,0.42595,0.51392,0.6529,1.03802,0.58375,0.54788,0.26648,0.57883,0.4655,1.08393,0.63109,1.13073,0.3092,0.57642,0.37581,0.74744,0.65987,0.20305,0.59341,0.69556,0.69357,0.41367,0.35811,-0.05303,0.56516,0.61334,0.02789,0.59031,-0.00216,0.55072,0.28367,0.23651,0.45526,0.79974,0.52285,0.30453,0.13545,0.35353,0.55242,-0.17323,0.65329,1.17327,0.41584,1.46582,0.60139,0.20472,0.24943,0.99536,1.5005,0.87629,0.733,0.87175,0.48995,-0.43003,-0.23872,0.77354,0.48407,-0.10521,1.19888,0.30852,1.45409,0.58103,0.73921,1.04139,0.44619,0.34412,0.58059,0.95289,0.98445,0.37326,0.74236,0.3468,0.86598,0.91647,0.88939,0.38347,0.75222,0.78478,1.18812,0.6647
"hsa-miR-7-1-3p",1.68861,0.32764,1.26366,0.49198,0.58486,0.64563,1.73586,0.31548,0.56693,1.25294,0.6068,1.11838,0.62384,0.4604,1.20055,0.77514,0.57382,1.96273,0.75079,1.02708,1.29568,0.74979,0.37982,0.62318,0.67233,0.56556,0.94433,1.00009,0.14138,0.88963,0.37456,0.89606,0.60185,1.44074,0.50844,0.88631,0.57603,1.29391,0.5336,1.32457,0.84016,0.36859,0.83604,0.35615,0.56147,0.24266,1.22762,1.26373,1.05531,0.88867,0.45138,1.90803,-0.14664,0.39563,2.01617,0.61983,0.4412,1.17833,0.30473,1.01849,0.85489,0.72184,0.67163,0.98258,0.4088,0.7412,1.35416,0.23832,2.18048,0.81513,0.47646,1.48078,0.69287,0.72228,0.58939,0.52188,0.64685,0.19285,0.75788,1.03538,0.73987,1.12987,1.15175,0.52363,0.93761,0.48914,0.64612,0.89124,0.75307,0.61105,1.21537,0.75946,1.27214,0.88862,0.5655,0.95837,0.53019,0.79709,0.48645,0.99537,0.41118,0.49741,0.94986,0.93279,0.88349,0.95312,0.66186,0.35244,0.15,1.04877,0.41708,0.94724,0.75195,1.40072,0.67068,0.4093,1.07667,0.35695,0.28072,0.55939,1.59288,1.2594,0.62227,0.36001,0.51529,0.54305,0.69307,0.30258,-0.14439,1.39811,0.29249,0.42636,0.66545,0.49412,0.20618,1.04573,0.5307,0.50562,0.95399,0.76598,0.94249,0.56486,0.6609,1.15536,0.4578,0.92024,0.4282,0.6068,1.4071,1.24161,0.79323,0.47911,0.60197,1.35497,1.03592,0.02869,0.65192,0.44915,0.5756,0.53469,0.34406,0.34135,0.79263,0.40151,0.50651,0.31718,0.50492,0.72591,1.66646,0.22828,0.14048,0.68552,0.31927,0.30025,0.42784,0.62223,-0.03817,0.56622,-0.34438,0.38202,0.33156,-0.1293,0.93499,-0.03851,0.08197,0.62128,0.4265,0.54181,0.67524,0.42961,-0.00899,0.04009,0.64369,0.90646,-0.13765,0.80425,0.44657,0.82686,1.2422,0.19887,0.33162,0.42873,0.40501,0.87431,1.07855,0.48072,0.7003,1.23507,-0.40607,-0.25416,0.64904,0.55301,-0.15441,0.70102,0.42766,0.47456,0.60582,0.51079,0.69446,0.88103,0.62272,0.69078,0.83452,0.82952,0.63903,0.99961,0.44072,1.03741,0.7971,1.09661,0.22997,0.56523,0.45937,1.00006,0.84927
"hsa-miR-196a-3p",1.35825,0.35048,0.79022,1.05892,0.6111,0.87207,0.54713,0.5654,0.54121,0.79996,1.20522,0.79287,0.73484,0.5409,0.67448,0.53352,0.52309,0.50124,0.99349,1.53011,0.96683,0.85109,0.52865,0.64524,0.30282,0.39177,0.71696,1.00995,0.11391,0.81692,1.16871,1.09131,0.8308,1.86875,0.58934,1.17373,0.79945,0.73873,0.53021,0.48456,1.43162,0.20338,0.91458,0.36769,0.96949,0.51225,1.52114,0.86302,1.03198,0.80609,0.42804,1.13727,0.02083,0.97166,2.19898,0.92403,0.37893,0.7004,0.96461,1.03003,0.66189,0.72475,0.72626,0.90747,0.69768,0.7214,1.99949,0.46994,1.80877,0.63694,0.90033,0.55922,0.77271,0.83716,0.91215,0.4133,0.55128,0.47834,0.97878,1.41699,0.79102,1.20206,1.16157,0.32152,1.31499,0.6656,1.0467,0.68738,0.67779,0.77229,0.92375,1.28907,0.97081,0.68618,0.48291,1.0349,0.76882,0.59616,0.93801,0.95565,0.41059,0.85948,0.57777,1.62911,0.87415,0.98801,0.56704,0.63754,0.65706,1.29964,0.39728,1.27353,0.67665,0.77846,0.29492,-0.06868,0.48854,0.69276,0.16394,0.41142,0.809,1.56644,0.50867,7e-05,0.17944,0.50747,0.34863,0.56807,-0.20225,1.35838,0.90427,-0.04342,0.40558,1.1429,0.21661,0.20637,0.83427,0.46647,0.98358,0.9455,0.60488,0.56776,0.62532,1.09408,0.60934,1.68787,0.67498,0.54374,1.30037,0.92747,1.0161,0.53116,0.6282,1.29369,0.70946,0.11737,0.59536,0.38177,0.84457,0.44853,0.22994,0.10372,0.52022,0.69797,1.47158,0.85114,0.69767,0.85024,1.14736,0.37581,0.38254,0.70758,0.16564,0.70796,0.60032,0.93028,0.1249,0.46012,-0.25431,0.4766,0.3885,0.20041,0.76334,-0.12517,0.84771,0.56593,0.38735,0.36568,0.64739,0.1567,0.09245,-0.03052,0.40139,0.8203,-0.1545,0.56627,0.69946,0.59184,0.68434,-0.06065,0.23163,0.23659,0.73279,0.39413,0.43978,0.24225,0.8673,0.84073,-0.46308,-0.37789,0.87257,0.9552,0.12141,1.06366,0.40786,0.54145,0.66102,0.64963,0.4463,0.18686,0.15778,0.47424,0.54016,0.71754,0.69597,1.15472,0.66867,0.6264,0.70921,1.10105,0.3085,0.17146,1.26049,0.98658,0.60546
"hsa-miR-28-5p",0.99973,0.56002,0.82631,0.48336,0.38482,0.59913,0.76435,0.73181,0.80902,0.5238,0.87953,0.97001,0.92251,0.80277,0.46553,0.80766,0.52309,1.28862,0.63522,1.11564,0.79416,0.54657,0.35327,0.94623,0.26677,0.83178,0.93316,1.11199,0.30181,1.14882,0.80912,1.10778,0.87498,1.81004,0.80982,0.73364,0.42676,1.10784,0.42285,0.90012,1.32447,0.37453,0.66904,0.06127,0.80397,0.62083,1.32647,0.7443,1.18101,1.75494,0.48807,1.24731,-0.01403,1.07305,1.26883,0.71688,0.61098,0.84713,0.93837,0.7179,1.37456,0.6729,0.41059,0.72633,0.2706,1.06592,1.31972,0.6621,2.4719,0.86577,0.86731,0.6678,0.61091,0.57301,0.84564,0.15727,0.78024,0.48697,0.81849,1.34963,0.97517,1.16137,0.96689,0.57824,0.78546,0.85012,0.57453,1.02304,0.98551,0.48741,0.8417,1.1066,1.33217,1.18236,0.72254,0.66807,0.65363,0.39726,0.73778,0.75667,0.34243,0.65206,0.53707,0.8091,0.94929,0.60784,0.44096,1.02074,0.79816,0.81774,0.51312,0.74612,0.70775,1.41573,0.68222,1.3308,0.48608,0.12238,0.36223,0.34491,0.98015,0.82294,0.1384,0.86932,0.26564,0.19741,0.94769,0.12421,-0.23711,0.69003,0.70959,0.47306,0.9172,0.34145,0.55131,0.30613,0.96609,0.67553,1.00823,0.6988,0.51719,0.80745,0.68535,0.81395,0.72471,0.19405,0.15765,0.1447,1.20612,1.15941,0.71906,0.17328,0.57881,0.60127,0.92994,0.28852,0.58671,0.5272,1.08812,0.6432,0.59681,0.08217,0.35853,0.64858,0.98099,0.61897,0.61682,0.57633,0.96164,0.32966,0.55692,0.72221,0.17722,0.40221,0.44119,1.42093,0.6815,0.39361,-0.18999,0.6134,0.62836,-0.05126,0.81738,-0.06642,0.52902,0.65745,0.55239,0.45944,1.1302,0.33484,-0.09301,0.0367,0.50115,0.78617,-0.41272,0.43885,1.2248,0.47818,1.02736,0.5249,0.12714,0.4165,0.98955,0.98678,0.36691,0.50298,0.41043,0.54148,-0.45438,-0.32101,0.93525,0.57441,-0.14206,1.17642,0.32563,0.89598,0.73621,0.62371,0.74115,0.23104,0.47094,0.56617,0.67927,0.52775,0.89182,1.3168,0.39573,0.52084,0.672,0.87494,0.43897,0.65379,1.27512,0.68901,0.76608
"hsa-miR-222-3p",1.22817,0.60368,0.65535,1.01758,0.32282,0.99053,0.63978,0.98116,0.5866,1.02679,0.49628,1.29431,0.83101,1.078,0.81215,0.39676,0.77921,1.11807,1.0086,0.7431,0.89236,0.68458,0.25285,0.60972,0.37195,0.64572,0.88901,0.71349,0.25435,0.91921,0.58487,1.44787,0.60648,1.8093,0.51998,0.61233,0.57603,0.72238,0.41969,0.70317,0.91553,0.15582,0.61889,0.06364,0.66891,0.97743,1.46596,0.64049,0.54635,1.05128,0.55401,1.18728,-0.15004,1.20325,1.41878,1.41912,0.54947,0.70042,0.31461,0.62462,0.46304,0.75988,0.41465,0.88933,0.34926,0.8435,1.47888,0.31785,1.90661,0.60142,0.50201,1.06075,0.48626,0.73216,0.43345,0.53177,0.84195,0.30691,0.26,0.77723,1.21147,0.981,0.84376,0.88981,1.08994,0.7886,0.4704,0.61291,0.92954,0.74206,0.79755,0.33871,1.20152,0.91004,0.64649,0.74906,0.39799,0.63994,0.41478,0.33824,0.33955,0.45549,0.68635,0.84812,1.05446,0.8346,0.17464,0.52723,0.81134,0.55719,0.89966,0.59478,0.50862,0.78252,0.80447,0.41918,0.94085,0.37658,0.03861,0.58065,1.24255,0.75232,0.15512,0.88604,0.15321,0.43685,0.45721,0.06269,-0.23342,1.03425,2.48722,0.50608,4.40376,1.25958,-0.00656,0.27709,0.71229,0.70274,1.18368,0.29702,0.80362,0.63138,0.5148,1.1809,0.87404,0.89454,0.40893,0.68203,1.47971,1.08346,0.52249,0.82509,0.53135,1.38051,0.74742,0.75561,0.71382,0.48541,0.72855,1.01221,0.34464,0.27131,0.57947,0.67174,0.69651,0.49657,0.70173,0.61971,1.25594,0.22828,0.43037,0.98077,-0.17976,0.23021,0.59046,0.28059,0.38621,0.01492,-0.14231,0.55936,0.44585,-0.26842,0.87591,-0.02805,0.9563,0.28775,0.44963,0.56736,0.697,0.2847,0.3067,0.15459,0.451,0.93214,-0.03782,0.80482,1.03875,0.3072,0.77033,0.67418,0.11191,0.53204,0.98955,0.58816,0.30688,0.45284,0.71138,0.74095,-0.41146,-0.28153,1.40226,1.10796,0.06758,1.07581,0.26012,0.34816,0.58654,0.94763,0.96497,0.56435,0.68159,0.81852,0.52202,0.46618,0.84167,0.68991,0.3268,0.8683,0.66381,1.08968,0.38899,0.40218,0.88984,1.19043,0.6728
"hsa-miR-183-5p",1.03769,0.40165,0.72871,1.09093,0.34691,0.86871,0.61142,0.8203,0.85578,1.53835,0.48912,1.18517,0.67913,0.72689,0.79266,0.58469,0.77111,0.93354,0.78685,0.63564,0.43062,0.68458,0.2245,0.98582,0.68241,0.28791,0.79,1.09021,0.45031,1.01389,1.2659,1.16461,0.69255,1.58535,0.77779,0.96033,0.49865,0.7899,0.60325,0.86089,0.67643,-0.01253,0.90909,0.4381,0.7379,0.82268,1.45727,0.62099,1.06275,0.68307,0.34981,1.2479,-0.02388,0.92513,1.94297,1.47127,0.48312,0.99508,0.92697,0.70664,0.63566,0.83316,0.52418,0.95865,0.59469,0.41803,0.92525,0.75613,2.06732,1.12485,0.84214,0.74085,0.64589,0.61514,0.6808,0.51048,0.92182,0.38641,0.56556,0.92344,1.09299,1.06087,1.19358,0.84105,1.08994,0.75555,0.44656,0.61666,0.81027,0.95392,1.43736,0.76004,1.22561,0.90016,0.4462,0.33913,0.53033,0.43825,0.48376,0.61162,0.29446,0.52876,0.4417,0.66719,1.23823,0.40711,0.35112,0.60747,0.2821,1.59492,0.44199,0.86513,1.03841,1.12934,0.41452,-0.24763,0.7838,0.58094,0.11741,0.98253,0.25815,0.48714,0.38361,0.27634,0.43742,0.489,0.68613,0.29176,-0.16943,0.64884,0.81234,0.34976,1.61322,0.97045,0.65405,0.46066,0.60471,0.5836,0.61362,0.63877,0.48885,0.72343,0.71544,0.75092,0.83799,0.87326,0.40487,0.56499,1.21231,1.31562,0.68021,0.89261,0.51504,1.37645,0.74719,0.66995,0.54873,0.2676,1.03802,0.60871,0.58555,0.1675,0.56807,0.74478,0.66816,0.56277,0.98189,1.01287,0.94013,0.44885,0.22721,0.66218,0.08034,0.48514,0.85847,1.26249,0.46362,0.57343,-0.06297,0.82215,0.60658,0.05284,0.66918,0.34915,0.29266,0.64619,0.5172,0.63635,1.0517,0.27482,0.35884,0.19273,0.39459,1.66218,-0.17323,0.4,0.88111,0.40675,0.40548,0.7643,0.29688,0.21614,0.55143,0.26907,0.63848,0.66661,0.72521,0.66362,-0.36481,-0.18053,0.73008,0.8984,0.03148,0.61891,0.4355,1.03255,0.50753,0.67089,0.89873,0.70801,0.54332,0.52826,0.43934,0.70929,0.41353,0.44428,0.29435,0.54124,0.65049,0.79251,0.53989,0.65324,0.8148,0.91527,0.57071
"hsa-miR-141-3p",0.69204,0.47916,0.82264,0.49198,0.60107,0.59547,0.96516,0.97711,1.29151,1.83308,0.63562,0.76368,0.80632,0.87149,0.48509,0.22494,0.50545,1.25741,0.80641,1.20543,0.71235,0.56973,0.39263,0.73053,0.5394,0.50035,0.73317,0.72564,0.09238,0.92098,0.22014,1.37312,0.84051,1.72024,0.72674,1.24283,0.91789,1.28857,0.54879,0.77304,1.01124,0.48716,1.06403,0.1028,0.5421,0.25547,2.11155,1.62514,1.1662,1.06679,0.44761,1.28594,0.16028,0.95402,1.30103,1.2939,0.50192,1.16305,0.28992,0.82622,0.43552,0.71808,0.54544,0.634,0.63492,0.69557,1.44217,0.43135,1.79397,0.59154,0.63753,0.47734,0.88372,1.11277,0.98011,0.23931,1.19627,0.30689,0.59317,1.05678,0.98807,0.83932,0.73288,0.34049,1.26193,0.8763,0.33976,1.05497,0.6486,0.90044,0.80723,0.74523,1.11773,0.68618,0.71635,0.54136,0.38732,0.46998,0.96009,1.01494,0.33955,0.6947,0.199,0.73143,0.85777,0.56367,0.28516,0.56589,0.49723,0.87102,0.73303,0.92787,0.70157,1.02158,0.65539,0.43812,0.57131,0.81036,0.18015,0.66434,1.26211,0.79612,0.43228,0.31438,0.25306,0.48983,0.45721,0.6896,-0.31828,1.41767,1.6018,0.60062,0.6153,1.09707,0.22297,0.39747,0.7204,0.89038,1.4519,0.78747,0.54622,0.52388,0.88371,1.19642,0.56394,0.15359,0.41473,0.76573,1.02015,0.96842,0.61702,0.61292,0.61183,2.10403,0.83761,0.02193,0.58671,0.28843,0.57617,0.77753,0.31781,0.65226,0.39154,0.68795,0.8648,0.43956,1.14113,0.70654,0.84262,0.24784,0.40746,0.63536,-0.05562,0.30083,0.40963,1.2822,0.40242,0.52808,-0.24402,0.34564,0.36205,-0.17028,0.45101,-0.07156,0.581,0.42235,0.40574,0.59213,0.70668,0.29438,0.17349,0.0367,0.65987,0.6769,-0.26354,0.33681,0.7267,0.84364,0.67768,0.69038,0.0251,0.53784,0.97191,0.72047,0.79246,0.53038,0.48964,1.09281,-0.45266,-0.18188,1.48694,0.25531,0.06245,0.78946,0.26593,0.63635,0.73254,0.70557,0.79886,0.89257,0.41691,0.48059,0.87222,0.4148,0.51012,0.69977,0.45353,0.70916,0.5438,0.82134,0.38493,0.40394,0.60915,0.95908,0.35702
"hsa-miR-181b-3p",1.67063,0.46018,0.75129,0.53921,0.58486,0.66952,1.00253,0.61999,0.57858,1.53677,0.75372,0.74747,1.06436,0.89915,0.56551,0.34257,0.45731,1.5666,0.90513,0.6523,1.11342,0.67926,0.25964,0.59984,0.36206,0.49503,0.69902,0.75666,0.19136,0.95835,0.91544,1.4569,0.92093,1.85608,0.47703,0.87287,0.38479,1.36263,0.63742,1.37238,1.02073,0.04703,0.709,0.00712,0.92653,1.10934,1.66424,0.96245,0.77392,1.28715,0.47527,1.62183,0.04182,0.98833,1.74633,1.32073,0.50561,0.89436,0.93837,0.63626,0.33076,0.66099,0.45783,0.87592,0.62616,0.91106,1.71192,0.53557,2.49719,0.404,0.76869,1.01374,0.65686,0.82227,0.64816,0.52188,0.79899,0.39781,0.40772,1.04692,0.63542,1.07563,1.36901,0.86116,1.02416,0.57977,0.5756,0.84886,0.73238,0.65828,0.51552,1.24367,0.92009,0.40223,0.53684,0.86925,0.64172,0.30468,0.78373,0.58144,0.28973,0.68938,0.88408,1.59781,1.21375,0.47281,1.06554,0.56458,0.74175,1.15532,0.69888,1.18751,0.43474,0.82569,0.72945,0.45653,0.52835,0.28888,-0.0084,0.48886,0.55771,0.77998,0.63392,0.81215,0.15321,0.32055,0.24622,0.1946,-0.01613,1.41477,0.9061,0.58544,0.74571,1.08184,-0.02187,0.38229,0.70419,0.92186,1.06102,0.41486,0.55303,0.58875,1.33159,0.4997,0.61118,0.42867,1.01188,0.61245,1.50369,1.3672,0.80477,0.74942,0.9899,0.77618,0.42776,-0.00348,0.57567,0.2044,0.81583,0.69554,0.33932,0.31402,0.42891,0.46027,0.73386,0.51072,0.69235,0.62454,0.47955,0.19049,0.43894,0.76217,0.35019,0.00047,0.47167,0.40723,0.1593,0.36122,-0.24934,0.31681,0.51114,-0.06752,0.44811,0.13008,0.89051,0.29453,0.66014,0.35794,0.73434,0.17769,0.06115,0.12991,0.57451,1.19585,-0.08971,0.62472,0.4904,0.46538,0.53456,0.25745,0.00992,0.4037,0.5699,1.28363,0.35411,0.45962,0.56081,0.45676,-0.44714,-0.06708,0.84633,0.82367,0.19477,1.02379,0.46245,0.88917,0.80659,0.73659,1.13558,0.9398,0.29245,0.62202,0.61348,0.55346,0.37063,0.86862,0.2605,0.57638,0.964,1.07864,0.18701,0.69977,0.69197,0.6043,0.59892
"hsa-miR-95-5p",0.7502,0.60368,0.63703,0.48091,0.82077,0.62229,0.98513,0.77177,0.69712,0.78104,0.63663,0.90491,0.82845,0.85924,0.66041,0.28311,0.28323,1.25009,0.69919,0.83522,0.69278,0.68458,0.26447,0.77951,0.24256,0.90196,0.6293,0.47047,0.19668,0.6078,0.67699,1.47111,0.73329,1.94853,0.87737,1.21871,0.64904,0.47038,0.56004,0.80934,0.68783,0.03276,0.42831,0.08509,0.55723,0.64233,1.73734,1.96146,0.63834,1.66088,0.47565,1.11165,0.06277,0.9606,1.26159,0.62633,0.50566,1.19719,1.31441,0.8021,0.7439,0.84456,0.69957,0.5136,0.62759,0.676,0.94408,0.56746,1.72358,0.79747,0.54569,1.49964,0.68712,0.72228,0.63076,0.39225,0.43025,0.19102,0.68283,1.07826,0.91522,0.83677,1.12349,0.62517,1.07888,1.05221,0.49326,1.37016,0.77455,0.86981,0.71203,0.74577,0.91114,0.41133,0.84597,0.58751,0.68981,0.62163,0.66948,0.7424,0.32849,0.68044,1.2151,0.94011,0.77228,0.47817,0.84716,0.50628,0.50886,1.25094,0.8854,0.75344,0.74771,0.79996,0.36599,0.41661,0.57863,0.63629,0.33203,0.14942,0.89808,1.24891,0.20819,0.87794,0.30138,0.28361,0.47871,0.15469,-0.20699,1.04586,1.07506,0.35009,0.93314,0.65179,0.1191,0.40911,0.55714,0.53602,0.59648,0.5205,0.54368,0.3853,0.79186,1.43317,0.74787,0.50178,0.68008,0.5692,1.27413,1.10496,0.51951,0.80094,0.71638,0.98763,0.95965,0.59254,0.60821,0.54496,1.04534,1.01548,0.65676,0.39053,0.49181,1.2672,0.71646,0.49359,0.68661,0.67926,1.1803,0.15264,0.58739,0.95663,0.12973,0.32233,0.79818,1.30902,0.17194,0.29106,-0.24402,0.74652,0.37293,0.03694,0.34379,0.08285,0.74727,0.90225,0.35144,0.71803,0.53536,0.68584,0.17723,0.24658,0.43005,0.78053,-0.05699,0.71717,0.90261,0.44949,0.82668,0.46605,-0.04147,0.53221,0.68487,0.86062,0.5797,0.54614,0.48232,0.47143,-0.43786,-0.2427,1.04834,1.09689,0.09045,1.15374,0.38725,0.95692,0.94838,0.69668,0.43203,0.64228,0.44674,0.49572,0.85601,0.54411,0.83179,0.25317,0.43732,1.02314,0.78838,0.7118,0.29728,0.1574,0.62428,0.78295,1.02801
