"","GSM3334304","GSM3334305","GSM3334306","GSM3334307","GSM3334308","GSM3334309","GSM3334310","GSM3334311","GSM3334312","GSM3334313","GSM3334314","GSM3334315","GSM3334316","GSM3334317","GSM3334318","GSM3334319","GSM3334320","GSM3334321","GSM3334322","GSM3334323","GSM3334324","GSM3334325","GSM3334326","GSM3334327","GSM3334328","GSM3334329","GSM3334330","GSM3334331","GSM3334332","GSM3334333","GSM3334334","GSM3334335","GSM3334336","GSM3334337","GSM3334338","GSM3334339","GSM3334340","GSM3334341","GSM3334342","GSM3334343","GSM3334344","GSM3334345","GSM3334346","GSM3334347","GSM3334348","GSM3334349","GSM3334350","GSM3334351","GSM3334352","GSM3334353","GSM3334354","GSM3334355","GSM3334356","GSM3334357","GSM3334358","GSM3334359","GSM3334360","GSM3334361","GSM3334362","GSM3334363","GSM3334364","GSM3334365","GSM3334366","GSM3334367","GSM3334368","GSM3334369","GSM3334370","GSM3334371","GSM3334372","GSM3334373","GSM3334374","GSM3334375","GSM3334376","GSM3334377","GSM3334378","GSM3334379","GSM3334380","GSM3334381","GSM3334382","GSM3334383","GSM3334384","GSM3334385","GSM3334386","GSM3334387","GSM3334388","GSM3334389","GSM3334390","GSM3334391","GSM3334392","GSM3334393","GSM3334394","GSM3334395","GSM3334396","GSM3334397","GSM3334398","GSM3334399","GSM3334400","GSM3334401","GSM3334402","GSM3334403","GSM3334404","GSM3334405","GSM3334406","GSM3334407","GSM3334408","GSM3334409","GSM3334410","GSM3334411","GSM3334412","GSM3334413","GSM3334414","GSM3334415","GSM3334416","GSM3334417","GSM3334418","GSM3334419","GSM3334420","GSM3334421","GSM3334422","GSM3334423","GSM3334424","GSM3334425","GSM3334426","GSM3334427","GSM3334428","GSM3334429","GSM3334430","GSM3334431","GSM3334432","GSM3334433","GSM3334434","GSM3334435","GSM3334436","GSM3334437","GSM3334438","GSM3334439","GSM3334440","GSM3334441","GSM3334442","GSM3334443","GSM3334444","GSM3334445","GSM3334446","GSM3334447","GSM3334448","GSM3334449","GSM3334450","GSM3334451","GSM3334452","GSM3334453","GSM3334454","GSM3334455","GSM3334456","GSM3334457","GSM3334458","GSM3334459","GSM3334460","GSM3334461","GSM3334462","GSM3334463","GSM3334464","GSM3334465","GSM3334466","GSM3334467","GSM3334468","GSM3334469","GSM3334470","GSM3334471","GSM3334472","GSM3334473","GSM3334474","GSM3334475","GSM3334476","GSM3334477","GSM3334478","GSM3334479","GSM3334480","GSM3334481","GSM3334482","GSM3334483"
"hsa-let-7f-1-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.138,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.892,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-let-7f-2-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.769,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-15a-5p",9.279,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.952,11.925,13.188,14.948,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.774,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.571,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.524,8.644,8.644,8.644,8.794,15.27,8.644,8.644,8.644,8.644,8.644,12.598,13.021,14.441,12.841,14.622,10.788,12.344,12.734,8.644,14.54,10.532,13.331,13.872,8.644,13.506,14.571,14.788,14.526,12.949,12.576,14.081,14.285,14.479,13.501,11.276,14.02,14.168,14.17,14.352,14.876,14.956,12.522,14.424,11.09,14.151,11.845,14.368,12.479,10.944,13.983,12.051,11.407,13.469,12.925,14.052,14.529,15.128,14.973,11.492,13.107,15.438,15.526,14.97,15.236,15.086,13.883,13.953,10.208,13.555,13.818,15.165,12.774,11.712,11.206,8.644,11.296,13.402,13.519,14.269,14.757,12,11.95,11.916,8.698,10.504,14.912,13.681,12.64,14.422,12.226,13.715,13.675,14.434,12.211,13.662,14.658,13.448,15.162,14.83,14.006,10.282,8.644,12.202,14.055,12.652,13.389,12.27,13.423,14.299,12.53,14.999,14.285,13.684,14.436,15.041,15.383,13.256,14.441,13.553,14.835,13.145,10.108,13.354,14.801,15.463,14.52,14.514,12.555,13.185,14.318
"hsa-miR-15a-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.243,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-16-5p",14.353,10.583,8.644,8.644,8.644,8.644,12.638,9.076,13.055,15.782,16,16,9.738,8.644,13.764,8.644,8.644,8.644,11.125,10.443,8.644,8.644,8.644,8.644,8.644,8.644,12.289,8.644,8.644,8.644,8.644,8.644,8.644,8.644,15.273,8.644,8.644,8.644,8.644,14.338,8.644,8.644,8.644,8.644,11.464,8.644,8.644,8.644,10.751,8.644,8.644,14.919,14.204,14.201,16,8.644,10.412,8.644,8.644,14.116,15.156,15.462,15.964,14.833,16,14.091,15.092,15.506,10.557,15.431,13.899,15.326,15.582,11.406,15.195,15.99,16,16,15.779,15.742,16,15.791,15.987,15.855,15.246,15.717,15.771,15.488,15.898,15.962,16,15.689,16,15.574,16,15.865,16,16,15.903,15.929,15.644,15.357,15.897,15.918,15.687,16,16,16,14.939,15.374,16,16,16,16,16,16,14.902,12.938,15.861,15.661,16,15.112,15.189,15.312,8.644,15.815,15.89,15.608,15.879,16,15.126,15.698,15.276,15.758,15.327,16,15.955,15.206,16,15.388,15.804,15.845,15.975,15.951,15.852,16,15.749,16,16,15.911,14.371,8.644,15.195,16,15.882,15.813,15.547,15.947,15.965,15.914,16,16,15.839,16,16,16,15.796,16,16,16,16,14.85,15.922,16,16,16,16,15.861,16,15.92
"hsa-miR-16-1-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.148,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-17-5p",12.078,8.644,8.644,8.644,8.644,8.644,12.673,12.084,12.556,13.956,14.661,14.979,11.422,8.644,12.599,11.678,8.644,10.161,10.319,10.714,10.351,8.644,8.644,10.13,13.407,8.644,12.808,10.768,8.644,8.644,8.644,8.644,8.644,8.644,13.5,8.644,11.599,8.644,10.591,10.78,10.011,8.644,8.644,8.644,9.932,8.644,8.644,10.844,8.644,15.587,8.644,13.041,8.644,12.723,14.208,9.243,10.365,10.859,8.644,12.928,11.37,11.868,14.094,11.985,14.441,9.9,12.57,12.937,8.644,14.242,11.257,13.396,13.514,8.644,13.484,12.69,14.236,13.758,12.461,12.919,14.22,13.477,14.055,13.83,12.856,13.68,14.301,13.742,14.252,14.347,14.883,12.914,14.374,11.69,14.19,13.078,14.799,14.094,13.575,14.077,12.802,11.963,14.01,13.777,13.684,14.331,14.192,14.986,11.486,13.506,15.101,15.615,14.632,14.625,14.924,14.075,12.873,10.132,13.579,13.799,14.875,12.555,11.501,11.328,8.644,12.471,13.989,13.701,14.351,14.438,12.286,13.101,12.864,11.659,11.482,14.818,13.976,12.971,14.131,12.755,14.019,13.807,14.866,13.354,13.385,14.382,13.419,14.096,14.67,13.975,10.882,8.644,11.856,14.364,13.901,13.151,11.879,13.63,14.463,13.891,15.222,14.432,14.364,13.923,15.093,14.952,13.489,14.164,14.677,14.62,13.451,10.945,13.865,14.495,15.293,14.548,14.681,13.009,13.422,14.064
"hsa-miR-17-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.493,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.228,8.644,8.644,8.644,8.644,12.552,8.644,8.83,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.431,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.826,8.644,8.644,8.644,8.644,8.866,8.644,8.644,8.644,9.74,8.644,8.644,8.644,8.644,11.163,8.644,8.644,8.644,8.644,8.644
"hsa-miR-18a-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.061,12.543,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.568,8.644,8.644,8.644,8.696,11.798,12.009,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.021,12.158,8.668,10.075,8.881,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.767,8.644,8.644,8.644,8.644,8.644,8.644,9.755,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.859,8.644,8.644,8.644,8.644,8.721,8.644,8.644,8.644,8.915,8.644,8.644,8.644,8.644,10.925,8.644,8.644,8.644,8.644,8.644
"hsa-miR-18a-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.144,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.16,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-19a-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.679,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-19a-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.021,13.158,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.139,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.244,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-19b-1-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.942,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-19b-3p",11.884,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.9,13.464,14.64,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.593,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.201,8.644,8.644,8.644,8.644,8.644,8.711,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.642,8.644,8.644,8.644,10.48,14.202,11.086,8.644,8.644,8.644,8.956,8.644,8.644,11.592,8.644,11.708,8.644,8.644,10.848,8.644,11.7,8.644,11.016,10.122,8.644,8.644,9.018,10.591,10.822,8.644,8.644,11.056,9.743,10.352,10.881,8.644,12.252,12.408,11.093,12.911,12.062,12.062,8.923,10.506,8.644,10.111,11.436,12.423,11.693,10.226,12.026,11.366,9.95,11.201,10.256,11.071,12.07,11.41,11.908,8.644,8.644,12.846,14.328,11.83,12.768,12.298,9.969,8.644,8.644,8.644,9.131,12.813,8.644,8.644,8.644,8.644,8.644,10.969,10.536,11.541,9.927,8.644,8.644,8.932,8.644,8.808,12.771,11.296,8.644,10.19,8.644,11.703,12.065,13.295,10.596,9.92,12.376,10.039,12.213,11.218,12.333,8.644,8.644,8.644,10.989,9.942,9.565,8.644,9.943,12.039,11.24,13.457,12.011,12.699,11.041,12.303,12.094,9.57,12.217,11.041,12.204,9.42,8.644,10.827,11.556,13.073,10.768,10.888,9.996,10.383,10.916
"hsa-miR-19b-2-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.81,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-20a-5p",10.014,8.644,8.644,8.644,8.644,8.644,12.178,11.898,12.068,13.123,14.042,15.161,9.909,8.644,12.63,11.878,8.644,9.761,9.853,10.126,9.516,8.644,8.644,9.69,13.143,8.644,11.571,10.24,8.644,8.644,8.644,8.644,8.644,8.644,12.878,8.644,11.604,8.644,10.913,10.506,10.495,8.644,8.644,8.644,10.154,8.644,8.644,12.033,8.644,15.682,8.644,11.178,8.644,12.311,14.457,8.974,9.255,11.06,8.644,12.879,10.61,11.361,13.096,10.354,13.986,9.136,10.899,11.766,8.644,13.514,9.931,11.986,12.096,8.644,11.872,11.681,13.594,12.877,11.309,12.015,13.039,12.246,13.328,12.534,10.904,12.882,13.734,12.983,13.247,13.599,14.216,11.661,13.448,9.858,13.356,11.554,13.71,13.51,11.302,13.551,11.751,10.93,13.06,12.095,12.661,13.676,13.63,14.399,9.142,12.392,14.542,15.294,13.615,13.928,14.305,13.095,11.015,8.644,12.927,12.867,14.208,11.526,10.305,9.77,8.644,11.325,12.544,11.315,13.244,13.783,10.888,11.711,10.907,9.546,9.491,14.091,13.054,11.409,12.992,11.322,13.074,12.79,13.887,12.164,12.338,13.791,12.196,13.45,13.591,13.268,8.644,8.644,10.314,13.319,11.86,11.595,10.671,12.444,13.345,12.19,13.969,14.057,13.22,12.88,14.584,14.198,11.941,13.627,13.303,13.968,11.872,8.644,12.055,13.385,14.777,13.022,12.981,10.622,12.174,13.349
"hsa-miR-20a-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.227,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
